Company,Job Title,Location,Actively Recruiting Indicator,LI Job Post URL
Flexport,Principal Engineer,"Bellevue, WA (On-site)",9 school alumni work here,https://www.linkedin.com/jobs/view/3512808845/?eBP=CwEAAAGKOY9p-GZLyAKBRPOeIZ6dlPe8364lDnHpbrNIHCVAjwQxiGBqXrP6Tv52cRTPipjn89BdSC0_wUDf0d6NQfLvBvt0QenafqHLJ_8Kb2I_WL_cA6FvXUK1l5GFfbfjV8q1J43TQknBg7ByMmWIbf4i207K1L-S31Lx8YWK7qEeUQ2NlxNQcXk3eXSugZ01ZnnEk84aQgNFBVjR7n9707gfQtPgjmrEXjmoerE2VTajyDGGTYUzstLvLnjfbAdfyZQKcD_Bzr6mk8AfVD4SbL-TgF4JcNFG6d4fdPPbcWNhTyoenqpvf_vVHmAB3Won7vKDaH9rFGERZ8i3PW9EFBmqOIe5W2mbuvTT9Vdg7-CpNe6J7Qggdd_-CTm1H_ReJ8BOwBdFUu0&refId=zZ8Hl4u2WXSg00N69G1qgA%3D%3D&trackingId=PBkJY6RaKUx9C8U7Xlc6kw%3D%3D&trk=flagship3_search_srp_jobs
Accenture Federal Services,Federal - Data Architect,"Miami, FL (On-site)",8 school alumni work here,https://www.linkedin.com/jobs/view/3548752386/?eBP=CwEAAAGKOY_lXYTLBM-CdHaMi6n0j5p61rk_JLaToyPo7-JK_21REAq-SXo76mpJLKo-9T0UTB2S1zfW_183QYL8E_d0pO2mAAg5hFkNHPBoZsBWv7LdzhZs7_yGudRJudouR84DVXLs7URUn7s0j2qQy6w5k9u7Yf_xNtfp5K2o1Ph4pdN0RcJ9-KxeLFLHCJwRoYMU84V19nsa1QiMPRwWhJRTaJn0xN-8KI3hJOr7ZAH6vz5D2XHM3NZlniv0rt6rWY7gnXPGq8txtR5L0e-YG3z7oaapBeHI4aPAnftnofzj0_d5VU1yqTnmE-k_AAe05nhb67EAsHG4X89FfM9DtJMCisAdEzcFzW5SzI8TSUt_59_gwXoZpr_2ZqC3XUVV7R4qRw&refId=zZ8Hl4u2WXSg00N69G1qgA%3D%3D&trackingId=6rKUD3DTwdc9OxCgOBq%2BAA%3D%3D&trk=flagship3_search_srp_jobs
Condé Nast,"Engineering Manager, Commercial Platform","New York, NY",8 school alumni work here,https://www.linkedin.com/jobs/view/3663777644/?eBP=CwEAAAGKOY_lXb45p5xqoh7z1GVBDPeKMvxFy0khgf9Fc8pB8G9MdCs2lbDMLXjv63_K4epeqnERAkbnhm6mkiD9Ee1TYKJ5Eak331rtFhfr2aaBrXgxhQDLnXHbyY1hPwfI9zzpWIUbPafLFDWbEpv6X4yAtmhBXHrKOoZrWydBN9Aevbv5WhSgHbmi-ywa2GHlZ8tFAhyf-WArrWI2h5oW1_62wC9dfSWRYSbIqjmxS8yJhfuHWgY-7QofV9-KMq6BNhAxy81FYukm89mhg1HxGcUBvFHr6Eq9IP0fpMdxswtKz6lvWUGE_E68YneTJmWIYj-Zy-KXdKLD9HOok4ye2zkX_h1ofuqCVNIsNqhw4rkSUbaK2mOCyk5TMvlxDFbG8RvzlCn7&refId=zZ8Hl4u2WXSg00N69G1qgA%3D%3D&trackingId=5IZS2ZbHVaGuNUG7n147fg%3D%3D&trk=flagship3_search_srp_jobs
ByteDance,Research Engineer in Large Model System,"Seattle, WA",10 school alumni work here,https://www.linkedin.com/jobs/view/3622256732/?eBP=CwEAAAGKOY_lXQYmKM9UsDyWmgCMGg67AM22fqF68R_IKdrS3L9Eu506ULozba6vp2M_HvB1yqumEVJuaAuADtI3wAqvFRABBOuo-8a7CCPRnqUF4Xtj-iq-xGzWK5NST7FJPQVLIyqAte_ChH2eaehJ08X2AWxY0hWgzkVdxCU6_uAhFgAnSA_XxsOc7FfUWZfKHwjWGqT1BNNgE_4UvjSb98XpDNcKz_nqUAlJtPxUQ6Hy6jPZVvgCAlqbgqFSaP3-g1Kncyy05N2eKm6UV-mm46V55iSm_FUMS9Rv7Tq4VO7jI-cwQ4JYcZOo89v2yExl8bbfw7OQRu1QZlHvyNQsRFcqNSmp305rx8vwi6cMce96gvWKm0keoP53dVJWd0Zqt8eWHtT0&refId=zZ8Hl4u2WXSg00N69G1qgA%3D%3D&trackingId=zA%2BpRxGNvHXw0dS6GcckHw%3D%3D&trk=flagship3_search_srp_jobs
Relativity Space,Senior Thermal Engineer,"Long Beach, CA (On-site)",1 school alum works here,https://www.linkedin.com/jobs/view/3666038926/?eBP=CwEAAAGKOY_lXYPw0jgs2Zfedm-vpr38Ja8twtCpiQMxwNgZbm6Z5sQbW4M6fV1BtXgBto382AXaeXs9EPtAYJ_nnD6EU6dmqd85U59LGOA3-Hyhg1QHl1XFXy1tvyVRCSgYvTwO5ruxkiDGi3BcrAVYQaMDrN_mS5miaZPdw0LfChHW8FtIH06tG8hfuM_Ia1q5A7hGZsAcx5_nvmeronsYBhv7xa_NGUk3Zcgl3-g65YvRR-Y3NTs9ec-HQvCFtQPQc4XUlI90bP1lFuBLEDmwUBlPzWBuYXcKib5W3I5jCsQOMwnQ5N3VvMCxdMYJ_EVdd8jTXgIOHuH5IfJF6-85uuZcfEM0XWbjMsoYlBY_z1oB7FBwfwPgkw935hMPDRTRgmxlmItK&refId=zZ8Hl4u2WXSg00N69G1qgA%3D%3D&trackingId=vd3rgAH40Nin6ChbKrardg%3D%3D&trk=flagship3_search_srp_jobs
MediaNews Group,"Systems Engineer, Cloud / Windows","Denver, CO",3 school alumni work here,https://www.linkedin.com/jobs/view/3665961289/?eBP=CwEAAAGKOY9DeAKk1zsKuKx9WyKB0Y45HDgVvnZo208jM3JDBMLmkBtqP-PYIAsI2CEAWdG3JxWGFHOS2J8NWr3cNqrlhqB2k1ovkZv9gRDkBn251GeVzfLj0WaY5d6HeJsH9iHbbOKVX9P6-HHbDIt3tmwfADkYuSzPL8wcrjucSRGnin76GUxbfkz2F-KvyfgEh8XIC6441iwuZJy5puDtSZcZJI-INT-jxKVWx7nC9mkFJvgoQuvUqEnT8m_ngcMkEcaG9vWZGiWHch-OWyQHBmPs9dWTrRUNxb7bjjBh6WkU63yaDPQtxcHOYZJ2HNhj3DrY1K4AHsgf1ehET1YNiBVbJPfp4z7utEZqieOwW45x5jTf7zed-eBAr-YTrL2RTNfBCxGNmu0&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=U4z4%2BxQN4WOsqOKoFFGn4A%3D%3D&trk=flagship3_search_srp_jobs
Cornerstone OnDemand,Principal Enterprise Architect,"Dublin, CA (Hybrid)",5 school alumni work here,https://www.linkedin.com/jobs/view/3666053372/?eBP=CwEAAAGKOY9DeC1PLvxlUh3yT_fiRxtH08SONqsxsa_N0xY5kTmkMc3RFwTu3hYKpGqrI1aef9u58N2KNVlM8s4drXlBznKiNI_HTpIC6w5Ke6s3dYssK_g-PPuRXr8YpkooZtXMd3TcMryXm5zDOZgpkmsIdZMmyaCYeJlDnKHGuniRBiKc9y6z6TpwHQzUlO4gzXpy7YIqCBgBLx_vYMrYlcRZdLsZhM8suXKCbjYtOg1PGtA4jKFZbvx1PqOlxYMxmbwvHb0havZsNYJrW4xUyzPRIK1wxUxtlcBuJ0FsP1A6esKAU8cvjF5Wy2EWUUaaddlIPs6b-uuvOGaiN5iMuR71v6S060R_xAotPX5fhPG1MKOY2oMASn5DB04wgRvdx3gseZ3F1rw&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=V6R0RpUE6DvvvxJGj7xNvQ%3D%3D&trk=flagship3_search_srp_jobs
ezCater,"Senior Mobile Engineer, iOS (Remote)","Boston, MA (Remote)",15 school alumni work here,https://www.linkedin.com/jobs/view/3643140589/?eBP=CwEAAAGKOY9DeLkznfYx7a4fw7ZDxPfkNAB3gITsYJsbK9kFgBVmJlzxzTk_8mM1kDJzVcouVufPDyTxKZwA3zlhiYk7YN_y46v5bwxlyAqUJGgoIF0rn8kT5gvh2MfxO4U0QWp6at7Jyg-_YCmXFgzvelwlJf4XmCtlDQCxAS_pCG6TIrl1IfZG6CYdmJcIxU-ijjQbFuWWudKLBmbFXq7F1pWz_I3Bv7NgKFKJ57v5WCMWQSNrjtqHRaVqCwjf9rc1bJGDG6nqteJThaMn6LqRfs9IaygyK1D4nBy6VOKZaLXbzbZ0ctpIsUNHbLMCf3CN5uPMGFBE2i59zQ0CIEmETwDUb_sivCaABdswuaATkDTf4h3FNR5rsco_cYdW6AbGAD-_-PdS&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=V6Tb0dllmRB%2FtY%2Bxjl0pzA%3D%3D&trk=flagship3_search_srp_jobs
Uplight,Site Reliability Engineer II,United States (Remote),2 school alumni work here,https://www.linkedin.com/jobs/view/3661062985/?eBP=CwEAAAGKOY9DeBf0dche-CVXvGEBaWGoRtQF2H6yy3-kIMGsslqKj0lioMrSZghZqpFaE32f1peirbkg1VG4eambBa69tmaFVm9Omioi2mOSf6rbiWSiKxLUI1yDi1evUFRqiNPkmuhc2qbdcXMwxUx1k03CN-HEwllcyLxPxNk178D_74wGhMkdCwiHJEE79fg0otYafkWWpdyXDqbOMtGc1L4-Fp5jc-RYpdYb4KBMgWs6-PIadb7ntzOl1lRrgoaBJdHmVSiKs0qzMTjad3RECLZ7fqiqoSMvg3XIjzm81eUIehnujCOhtmHI91249sJgmh_4GHOumSS4DZBK9elnaHmHHAX4WC0VXZhLmTNmEwt4xyeiNuGx0aiP5eIzeGv5Yk5hzg&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=QH0M227HjwwZHNNe3a0gUw%3D%3D&trk=flagship3_search_srp_jobs
Visa,Staff Systems Engineer - Container Capacity Management,"Austin, TX",19 school alumni work here,https://www.linkedin.com/jobs/view/3683724667/?eBP=CwEAAAGKOY9DeeVo0iJIwRFpn3l3j5eBCe3wBdRBUyl8BhWrY4ktBBjdEd-54lz1TQ1lRnQrNUrGQ7OVcu5YRpWycc6mdUtsdvVOxUE5zdcI7WZvmPFySaA-HYnFnHS0atmdN5MHWutthNp7wELpgbce193sTRl39L3CANHGlVr4Q5DuEGmBcf7_jtBPzHislg76qPFCBN1-8QmXYGUw3ccsnTzVVicwYqiMLx22qEw3UAgtoAmbpEV9Pnvk62hJhaEvHePJMjedbj32svnZK6rE1Lf41CJJsRmCOzNjWUpIE_inYsSVaZqKlPGjG2VC57ffiB8HeTH0ZS-klzcQ0enko6KnolYXG5pSz75JCSmQxJti1fMZhl8VNkHh-BgF96m_ssfUx6XDtns&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=hLQKknqPTlvznVJ%2B7rWZSA%3D%3D&trk=flagship3_search_srp_jobs
Covariant,Machine Learning Performance Engineer,"Emeryville, CA (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3448345144/?eBP=CwEAAAGKOY9DeTsE4TYou-H1XDHY99ciACpZPcrTr3ZrNiNEZe98iOuoygJj-gjmo2vRsUEfN_2_OMT44QywH9vmRZH4qrlUjsG_TU67FvAaQzf7Z8OO268iprwXW6Y6Yj0Z15j7gy0uBHwH-jUu_IMOBn90Aq77Vpsjy2SKFjo_gKRnEPeov74BijzCbk-STucpSkCbtgoDm0Dsa_Wscg4jlP4TY6La7HJzqWxgWEWFPqWreNexalUUsNLIlH_WkBEzKbi3aEtsmoJmP_M4G1veqSS9Nz8kKNS-QUbcG7d8bqYVCu0L4wHcCDt_pl7wvW9WbbwQJoewRK5e717gyTy0vSFe0Artu1ZTHY0VFVZ9CEudKgUMcItd0fH4bqXZqP-6OrHp11KXJFo&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=1xvfH9oz5rVXZTvPYSmyIA%3D%3D&trk=flagship3_search_srp_jobs
Accenture Federal Services,Data Engineer,"Annapolis Junction, MD (On-site)",8 school alumni work here,https://www.linkedin.com/jobs/view/3644412497/?eBP=CwEAAAGKOY9DeaVcgZpCiudcmk8XrZZGzccQq7Q8-s9aFIIufG3sZSp45SVQk0_nzjpqck2n1hVqGxEEKYkP-xik8Prz1yHIjbmwvWjvg7K-0Pq4jA9zFsXEtOoeZVH-3Yf5sATZ8lRcuyXCfIyi045SMGrvtbdQbKqoc1rE5kAsBNHzZGxV1I_MksnqO4VLeUn_FDhwvhC3GT6hjATSsHhL0FVdGc5-v2HxQcAMTe6TxDgs9JmOaZWHJ1MFK2TnEi0ywXwN31B2mu1B8rsooo-82dq208BWXwxwDiTFHYw8GQGIj9yPP8gDAMIfPb5mT-Ewst5Qlr-C_cMojvAf16BLugpHDnDnfRi8uFZjSLENtvFUKpnNMnn8sxv5zaN9wXmoVU19l9gvrEQ&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=pYI9nS3ZEbMkewbVFiOBig%3D%3D&trk=flagship3_search_srp_jobs
Exact Sciences,Site Reliability Engineer II,United States (Remote),6 school alumni work here,https://www.linkedin.com/jobs/view/3598868546/?eBP=CwEAAAGKOY9DeVvbnwO3aq5NqW037GcKd2U4Jyp5NDuPnJbK-s0iZ9c8Jgpu1TWps7G-Nd9FKGOHLO_qjsQIySdTdqBlaqPDrVHz6Ay1VsWFpVuleKrs7tuEgXvA0-QK3x17h5tDhEupmXDvfXeN-mmes1z2pZf9hc9ESx-UeUGZmNIKJwihB7Hf1FVuYkVxoztL1xJXo9lFFYLoWCT22LuooN5_B-AgTIh3hSf9h4eQh9XvLg-fkhsLObP8P4bbRQ1AQ1O1NE2cvrqfH3vHDUKqECqHlctAa7jPfNEDVo2NhKiEr5ycUWcCFeIOJIzCbKWRTLnYkHKhMVMQ0C6TwaFy1Y-TEldPuTomtGm71MLjv5Sw8uvdxyJxkZ3tBtqL1Efx1SlL1PwnNFk&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=tpQR6WxZJV3Bbe3GtZhjsQ%3D%3D&trk=flagship3_search_srp_jobs
Jobot,Azure Data Engineer,"Oklahoma City, OK (Remote)",Actively recruiting,https://www.linkedin.com/jobs/view/3664499421/?eBP=CwEAAAGKOY9DeTw097_aDAKhjktqByVYvkbrWYvhuz185tQ86KaY5EAwWSwiKcoLSWSFMlqh5mW04TagEPBCayh_zPCRH-wEAeJos2lfe99yqIwjQfaqd-PgsMkC6iVnrHO4hEsiDmLoeOJKf4pZU8GhfhK5W5gvmCTTeAGDAbIq9OaWqU4JyZCnXI82yUop4aCmjApw5MAp148e48_qC3A728bok9iR_Gv81k5c1mYp4OpecsjvolzQpJZQOBJlKwOOc0otXUtx71-TY7LsPxsNAhMTcR4f3-T5aFJIH31hew7v25H8aUJG9LiromZZHodxXca39Da3VmfZ89FLjqVNekrFlQbgA53BtDSYDS1YYbe-bLw4zx1irgUh4C9rtR1np9Qc0RJNS2o&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=tOpQa0FuDj%2F3oBGoD0M6gQ%3D%3D&trk=flagship3_search_srp_jobs
Guidehouse,AWS Data Engineer,"District of Columbia, United States (Remote)",Actively recruiting,https://www.linkedin.com/jobs/view/3624608729/?eBP=CwEAAAGKOY9DebTBv5-Mdz4s80Qq8ZRMdx0DI6ySTuzTrs2LOLN-nxuy3g_XKGFJMwAQzXxQKlzh6A6vhifrJVEHH2u4OHWOkd0SXCz3trOuQCBb7hak1PZBZBKhLbD0kesk2svf58Imao9ppRernz-idpZAscDmMkyY1thiQ18Kk1DSgV_LmU4mfUWHH_Zn-0SNeSOsLL7R4xcHYuvYYXYkrksNbiyBAVPyDz0ZqCUxFtUWwXkYftcQvuE0jOzvYu-cucEH_koSslG4MlALyfzOOGsF4wYIfpUNrJ2UGlmZsXWpKznZWFfu2jCpavIu2cjDdDEWQY98Eqn0Ol4zxyvWMYNsf_VISOgA6lEkZietmjZvRhZ7KMZxU6SDeK8R5VDsOA7LBQtkS3c&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=f5wXZg6WjLy8p7rel58hgw%3D%3D&trk=flagship3_search_srp_jobs
Talener,Senior Application Support Engineer - Trading Applications,"New York, NY (Hybrid)",1 school alum works here,https://www.linkedin.com/jobs/view/3618202645/?eBP=CwEAAAGKOY9dz7jRdixkjk5osco_tcly2pC3LqOlQEMx7EuG5GfoVi3-zSKIVbaGL-CPm9WlpCJJWCbYiVJOBxkfLfi1yyhNRqpC478q8xqg0fEPBSZ0ifl7lwHIdLDqE89K6iEUEyM3DK_IID6k0yapUVIqiRMIMEMRRnQmBHfd89l5uorukA22kFOazOZsPP_dxlIUgSCRPhkApz2wU4uCQ_VAwY5kPkxt6wFvr3YilVHBZhWC1oq6u5N8U75mBSkpq67xa61ypcbx4PZ0Pp60vRNgWUgQBb5D23gGh9HdkzfLvdM9hYBpNZEAYPCVjUTWo68htm2mhKPWqspSv50X1MNREcOoTUvRqdiDnVSaInqIiQgQP3-MMPG8tlkYEfiGIOruxomE&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=1DSYDrKVEhtB%2B4DXwiFPpg%3D%3D&trk=flagship3_search_srp_jobs
Western Asset Management,Front Office Engineer,"New York, NY (On-site)",1 school alum works here,https://www.linkedin.com/jobs/view/3295890496/?eBP=CwEAAAGKOY9dz2ajp_DaK80HCkxq_gCAY5mexwQXM-RHjNiq8H90lBPHUkEItt6r2fi7xpAUXFCtqNuiRHhj915E35WZgtIMKD_KlSuL66OxQohrqZOtIa5l91O5z6-l9KTjZcZmMtbZKgpw6hHorJPfxnak1AiCy08h3jGYOD_ePCzE7zRCOxsV1w6tn1IvCNVBXE1NwGfbafRkmxXr_52TDf0jdcIiQh6oSjFXGix_WES1ZLevixfFWrTcqdAt8hDHGbVRUi-fSlAkm5QKpWnlbZUxywug9maHQJ_Lb2Wkn19c8YdixLxSRFLIHLfDYlmarUAzUeBC8dWk4uB7knKV6i1iKJpVYybbZJRqs-v75ykASZyAsX6jQyo3XeMzSSBe4ysikw&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=51WH2MQADrltJ2%2F57JVQFQ%3D%3D&trk=flagship3_search_srp_jobs
MP Materials,Process Engineer,"Mountain Pass, CA (On-site)",1 school alum works here,https://www.linkedin.com/jobs/view/3166370984/?eBP=CwEAAAGKOY9dz2hGipXaYxhGFqfldE7VOcoh4j5JVsbWrRR6-uzTxT0sws1GhkXqnv4VrihcxVJw2LOzHHJjSVqvlUG7Ulmd-t1JZkS9Wu9f0nAcTm5zl0tk4I7AVPI2fdpriD9CbwUu9ha15-nb2FfEm6-d1DaRQgb_iD5cx6gZ_WfSa4jGViXDnoGLUkRGCD8TWNI1_aWS8iTHfPbM-6GBDTFklqW3QusPpHXovyM4AjqY4AawvNHelVqI8NtFU58rIa6sTO-2ab6kiH_kA-U6IvSACUX2EE7UhIbP7-w3PmxlLJA1c9ZSvNB_ly5qBFYfT4pr06z6rWUvYK7FDhycPWsHNTqnJjfRv_CZx3inrNDMnfoqCVmPz5mMDVGEMitSmsLHJw&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=u1SXoH%2Bxea0%2BvNjS87SnKQ%3D%3D&trk=flagship3_search_srp_jobs
GoodLeap,"Senior Software Engineering Manager, DevOps","Roseville, CA (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3639405037/?eBP=CwEAAAGKOY9dz2mAvAGAbFPmyZUuVFjnPuZBqkCG5r227cYtHqUgcWbcM8VoRrBBljqtyC93YoIej11I2FTtkvjAuuee-6OvnHYqJUgQyHNa-zdxvyM5hLEl34tadi_uEA3lO9PNkyd-5fOAWmRqziCLfAt5Vs-sloxWfdYqBCbwCOoPOdU_vImx1tMog1Wuu48s8pDHm-hrJbz7LTwCzrX72GtJN9gsfgj9uLXUB7n-bGXp6ceIK9bnufF44I44V_CdlEFRHgM16BvaqEKZKmWDUDcNK3yXQNmYeL839Vk_-itfYBjnqBk1EFY_4kqtBaR0k9J_g2XQpajupiiJKmvgxOKPFnJr_uN0utLsOIz7N6hijMBUi1vGV3ihuvPlfOwxdrssCg&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=iMyNq%2Bfn%2FwAbUBoeBSDDrw%3D%3D&trk=flagship3_search_srp_jobs
Amazon,"Senior Business Intelligence Engineer, DSP BI","Bellevue, WA (On-site)",484 school alumni work here,https://www.linkedin.com/jobs/view/3661519351/?eBP=CwEAAAGKOY9dz8Lmcxxdx4h6SL3biCcwrGIjAT-kA1TB_bfv2Bs0yqLjEWKn053SEgb-rAysG2ZhOAq-jAN_rwx7XZ1rQphSdVEsyjHYQBLOawtJMU-DXtmMSVpj72umwbrYK2EZIiNdoroySuNBUWsKWRL_C43MI2GYQw_Kin6TXOnonbIkZYMlgQ5VwgCzmKAkk96wgBeMjOEsUzH6n_wGO7s6YzFIE_gzBIV-oI7Lr7-NVQIrzEvR5VqUNU4A6ZyLHVgMWxZIQarF4LG5MP8zbwBVY_oVHrx-i9Be3lajrd6vqInz7GFcI45xmIl7LbPnABSj5v11EV1bpYZRQx6sN9I_tLqcr76rsiw5SDEt_y-Cvx6owjIBzm1ZZrJWUzfpdl40lUSu&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=dvDFDw%2Fi0ydxZDIuOW6bCw%3D%3D&trk=flagship3_search_srp_jobs
GoodLeap,"Senior Software Engineering Manager, DevOps","Dallas, TX (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3639402237/?eBP=CwEAAAGKOY9dzzqHeGys4z-cOe73_MmdaeMVxJ1zufVyObuLzrHsv0ienyXIZJ1JsBzorEGp-JdlsK0N-8L4BP_6hO1nns61exHoeyKHzC9rbm3_wDT4b3Knm3tgQeYIBRC9JU63CV86ZC3lJJUtYOjPeyuSCWHzlFL-VndT9w8tM8eUNqBtSqQMPly5QbSSyFnX_EQJIofMihKCxKBcGX4TG6jGOsDbsknYZOuhbqtDLNfMBhPFASY8uh5npyFO7fgzPjm2Za1h_XVu6fIGU5c0nvDoQXrO2OxVXfqZk7zImPczPckJGCLjmlYXB9estH1t4O9XCJc0yu7pQYcKThiU4UKqj9GY-z0aa6Z22uOH3fmWhfBniuGxLz1U9ar3HSPqIZ0PpH4x&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=c4um8JCFTawscNwRGt3BIA%3D%3D&trk=flagship3_search_srp_jobs
Dr. Squatch,Process Engineer,"Brea, CA (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3624964091/?eBP=CwEAAAGKOY9dz7sNuQ5iDK7WRrpfIM-yD9wQj-I0a3NZG6yaIqC8_-0sH2egUNnI8y3o7jsMZZlqEPk46QYpQFvvaiQ0tPsD3-2qcqNto4kndFzvOZeMh07_VPk48QAd0KsT6bIGZ__Jd4LP6AU0hKdAh6Llu8yFE7v1uD9t1mFSlF2FEKOa5G78JyguWedMFZDTf3j6J9QHy-zicCb3rpHx2GtuKnWQfaAZLpxcr5XNY4yFqMjFzLZnuxs0AOOOY61gqO2uM-DH3tRvF3OK9hpHBMfruhz93AHh0yKZ_N9C7SKhO4O6NvEFZfWmrey4hkH4RHDOxGRKOc9M1-tMspAP0G7tTDGZrMmkIGDl6NF4hGF22Sxt7-6oFTq5mj3JlrV_5etV0w&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=f5ng364EHvm824Wwq5BhUw%3D%3D&trk=flagship3_search_srp_jobs
Hilton,Senior Lead Solutions Architect,"McLean, VA (Remote)",23 school alumni work here,https://www.linkedin.com/jobs/view/3639941670/?eBP=CwEAAAGKOY9dz_GBumRb6Whcr37ZGC1UUyZK5iN6Ia45uCZWBxKpgVMmr5qqsBdbww6nxDm2_s0sYdqSMRemkjDYssHsyY_Ll3XsxS0loK0LCzT_I6zRDRvBcfCKYVkwV2_Z4CAQpx0fe6yacUPmkzwl5Me0ASGfC2xU2I1PN5cuDjUJPkydagwHZKOJtMUj_x1X3B7PZCQrvVJ0W233f_puSxaJsXCNnetY891eDHExGYRdcoI-T3qtNzB9Mg3x03P5vN2iiyYAYSClN0PWQ2dIbCo46wvWMvBM4hksX1r837WEnNv_Z-d3Xke0Nor8gY4efCnuMqd8lM8Qpjy8b0R9QldAh8BF1tmCBrVJuQE4h835dHByu41Vsdsk4BldyigvF9drQQ9e&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=MiwJJE2xVfiBqaphz7UyPg%3D%3D&trk=flagship3_search_srp_jobs
Mozilla,Staff Services Engineer,United States (Remote),3 school alumni work here,https://www.linkedin.com/jobs/view/3665902878/?eBP=CwEAAAGKOY9dz6XL3UpAcT3-_2gTb23zihyIo-VL0Leb2mQxv5qEWrnXX0grYZhK6_j75bZhji7S7j6HQ-CldGjfv77LdYfYr5mIj5B3EX_gioHI0n5rSF2iWk2Nq7kn3Pnq74K8a_ybYFiY_XgBnN85i-ipHi7co8tW8pQMJBDPHOmhDQHjVcvsX7EdQxh5jG2O3NRtiLzSCxx0EYxaqXy92h6GtkLRTuO0ygBML0sDyVqpZoihx1BPRfW4v2xP3SMA5Sinw0wxmW-2uv5lCxPkuN_KSu8WZ25crnjSsueKiPEbo6DmKHwmqBOQKbQUmZys3EYyHPOod9A2hXcmuLsEfMIqF_Rhn4zxyw0WDjWFGAGd1-jgxodyg3KrJTk13KfkmU2GLA&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=h9d3WWL38sMsTYHAqms4WA%3D%3D&trk=flagship3_search_srp_jobs
GoodLeap,"Senior Software Engineering Manager, DevOps","San Mateo, CA (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3638898766/?eBP=CwEAAAGKOY9dz7OQi_Fw6XhH7dRMNj00O9qOgcS3eqaeB8XNJTkIbxJG98r937t4OARVe_fWrhS8I0lJBtx1CaQpuUTlgIGWJjgPAFNOMGNFTF11TxVQtnZ-ogf_0Z6y4OPxrtvsOqg8pLAAj6A0cXjvFd0-beLnOUiKnTYHup8HeBcmnfiyPCqNYD8Tr1TcaCxjjppOra_cLGstxG2ZP5jF71gLUzVsK_uJ_qrfOv4Pz35d7RoREvnBIyExlxpzQl2FMs8TExtRDUsPK6Pqp7HDTIiDdk6GRrC9-OgeNaKixYcVuOZ9cAWEJTOQ1ud8lfgIS5-u0EGqZDoHIsrvgK0ipLfj66jnKvUGmb4rbTotOC3UP6_tkgCzSY6__a6enOXn5XeqD7HA&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=4bs8FBW2dB5fLSs9HXmy8A%3D%3D&trk=flagship3_search_srp_jobs
HubSpot,Principal Software Engineer - Data Operations,United States (Remote),89 school alumni work here,https://www.linkedin.com/jobs/view/3666083973/?eBP=CwEAAAGKOY9dz6X_w0Mz_Uz3cnfso-ONlxQwT4z5SWffE6pM1QjBuQ8A0RFOC7D6jFCwhRlyODGKRrrkMp6guoDNjdu6eDNzdZilUDdCnBtNLPNhBBuBGjP1ZC39idPnr7v8u0p6GoZZBdC4N7NloV9VBK4nyH4x6bf0QKQ3xtqDHfJ0XzS2CsvTRIjQ2-FX4u0W6GU7Ieqcb_DJUiFFR2ItAUb2DwLgeamVa7IrAqV3Z0qDOnojWedtvGrg2udpU9YoQrtNbGBju7lMAR7w1H2MHVD_6a4mpxaako2YGWXLyF9Uxxg_fRWI6Rb6CAJLymVi2_Cxv5zEtfthkW_evgsXPVKxhgcloWn4V1Yno6NZOyIt76gRrptEhoC6fdfzWvG6fENrBpzC&refId=ulPxCFT4OLRsgwSG649nJQ%3D%3D&trackingId=XbY5BRDP1zGdwoHtkUwufQ%3D%3D&trk=flagship3_search_srp_jobs
